rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience
16,0,24,0,IRON_I,64,16,16221,64,0,52,0,BRONZE_III,99,16,15348,9,0,12,0,BRONZE_IV,0,17,17386,239,0,250,0,BRONZE_IV,63,15,13826,75,0,95,0,BRONZE_IV,0,13,11297,27,0,32,0,BRONZE_IV,50,14,12329,10,0,22,0,IRON_I,24,13,10658,124,0,111,0,BRONZE_III,46,15,14091,20,0,26,0,IRON,I,80,14,11881,92,0,77,0,BRONZE_I,69,15,13965
183,0,143,0,SILVER_IV,37,14,11772,172,0,160,0,BRONZE_I,52,12,8842,46,0,51,0,BRONZE_IV,0,11,7517,32,0,55,0,IRON_III,71,10,6288,75,0,95,0,BRONZE_IV,0,9,5622,210,0,202,0,BRONZE_IV,26,13,10178,308,0,323,0,BRONZE_IV,11,12,9191,96,0,83,0,BRONZE_II,0,13,10803,20,0,26,0,IRON,I,80,10,6628,146,0,134,0,SILVER_IV,4,11,8103
73,0,81,0,BRONZE_IV,90,18,19176,63,0,53,0,BRONZE_III,29,18,21850,309,0,294,0,IRON_I,51,18,21193,140,0,130,0,IRON_II,4,16,15197,89,0,76,0,IRON_III,75,16,15807,156,0,144,0,IRON_II,50,18,21940,8,0,11,0,IRON,I,25,17,17118,13,0,19,0,IRON_III,0,15,14372,134,0,153,0,BRONZE_II,37,18,18671,413,0,400,0,BRONZE_III,0,17,16879
317,0,344,0,BRONZE_III,0,11,7464,29,0,46,0,BRONZE_IV,43,12,8801,261,0,300,0,BRONZE_IV,78,11,8249,225,0,227,0,IRON_I,11,8,4271,17,0,31,0,IRON_II,92,8,4651,500,0,536,0,BRONZE_III,27,12,9513,8,0,11,0,IRON,I,25,11,7597,41,0,45,0,BRONZE_IV,85,11,7745,51,0,12,0,GOLD_I,54,15,13401,160,0,191,0,BRONZE_III,63,10,6994
51,0,61,0,IRON_I,100,9,5322,13,0,44,0,IRON_IV,77,6,2921,341,0,305,0,BRONZE_I,60,8,4910,28,0,45,0,BRONZE_IV,1,3,811,5,0,48,0,IRON_IV,91,4,1666,236,0,231,0,BRONZE_III,8,8,4093,8,0,11,0,IRON,I,25,6,3069,114,0,141,0,IRON_I,43,8,4941,153,0,220,0,IRON_III,43,7,3652,73,0,77,0,BRONZE_IV,41,7,3616
83,0,106,0,IRON_I,38,18,21245,40,0,73,0,IRON_III,16,15,13385,265,0,251,0,IRON_I,15,18,18587,90,0,92,0,BRONZE_IV,16,16,16023,90,0,90,0,BRONZE_IV,0,16,16234,60,0,101,0,IRON_IV,0,17,17704,8,0,11,0,IRON,I,25,18,18627,11,0,35,0,IRON_I,22,17,17096,271,0,248,0,IRON_II,49,18,18646,204,0,187,0,BRONZE_III,55,16,16319
495,0,496,0,BRONZE_IV,37,16,15437,172,0,143,0,BRONZE_III,5,13,10563,166,0,193,0,IRON_III,82,12,9005,163,0,209,0,IRON_IV,52,12,9752,8,0,9,0,IRON,I,44,10,6992,118,0,238,0,IRON_IV,15,11,8050,136,0,183,0,IRON_III,0,12,8610,533,0,544,0,IRON_II,75,14,11562,328,0,311,0,BRONZE_IV,23,12,9880,92,0,86,0,BRONZE_III,25,12,8648
190,0,185,0,BRONZE_IV,1,13,10894,129,0,122,0,BRONZE_IV,45,13,10800,239,0,238,0,BRONZE_IV,46,15,14462,69,0,32,0,SILVER_IV,0,12,8822,8,0,9,0,IRON,I,44,10,7148,521,0,559,0,BRONZE_III,0,15,14567,52,0,33,0,SILVER_II,86,15,14243,75,0,85,0,BRONZE_III,13,14,12141,161,0,147,0,BRONZE_IV,58,15,13250,104,0,121,0,IRON_II,6,14,12551
541,0,523,0,BRONZE_III,90,14,12883,46,0,63,0,BRONZE_IV,53,16,15296,39,0,60,0,IRON_II,65,15,13452,164,0,153,0,IRON_I,12,12,9512,8,0,9,0,IRON,I,44,12,9119,66,0,84,0,IRON_II,31,17,18070,47,0,69,0,BRONZE_IV,7,15,13865,258,0,287,0,BRONZE_IV,40,15,13329,125,0,105,0,BRONZE_IV,45,15,14456,1036,0,1029,0,BRONZE_II,58,15,14388
132,0,169,0,IRON_III,76,15,13711,99,0,93,0,IRON_I,56,15,14274,58,0,89,0,IRON_III,71,14,12898,447,0,467,0,BRONZE_IV,0,13,10653,8,0,9,0,IRON,I,44,11,7480,84,0,100,0,BRONZE_IV,57,13,10086,106,0,116,0,IRON_II,10,12,9203,299,0,301,0,IRON_IV,57,5,1743,452,0,445,0,BRONZE_IV,51,13,11151,285,0,296,0,BRONZE_IV,12,12,8678
246,0,209,0,GOLD_III,31,15,13052,62,0,57,0,SILVER_IV,66,12,9840,52,0,38,0,GOLD_IV,0,14,11670,3,0,7,0,IRON,I,55,14,11948,3,0,7,0,IRON_I,55,14,12636,519,0,496,0,PLATINUM_IV,28,16,15743,180,0,192,0,SILVER_I,32,16,14805,153,0,134,0,GOLD_III,57,16,15582,223,0,167,0,SILVER_III,78,15,13194,371,0,390,0,SILVER_III,32,13,10620
169,0,161,0,GOLD_II,15,12,9461,76,0,78,0,SILVER_II,28,11,8117,70,0,87,0,BRONZE_III,45,12,9544,3,0,7,0,IRON,I,55,10,7274,52,0,38,0,GOLD_IV,0,10,6730,202,0,251,0,SILVER_IV,12,13,10151,314,0,318,0,GOLD_III,0,11,8512,24,0,18,0,GOLD_IV,1,12,9895,140,0,146,0,GOLD_IV,19,13,11151,67,0,58,0,GOLD_IV,0,11,7514
15,0,8,0,BRONZE_I,59,16,15402,46,0,29,0,BRONZE_I,39,14,12382,5,0,6,0,BRONZE_IV,22,12,9631,3,0,7,0,IRON,I,55,14,12684,35,0,41,0,BRONZE_III,51,12,8792,521,0,477,0,BRONZE_I,33,16,16132,493,0,454,0,SILVER_II,35,15,14331,54,0,60,0,SILVER_IV,0,13,11092,18,0,16,0,BRONZE_II,78,16,15275,11,0,4,0,BRONZE_II,62,15,13367
360,0,371,0,BRONZE_IV,0,15,14673,546,0,443,0,GOLD_IV,13,17,17786,158,0,151,0,BRONZE_IV,51,15,13817,436,0,375,0,BRONZE_III,75,15,13634,213,0,227,0,BRONZE_IV,34,16,14770,147,0,120,0,BRONZE_III,73,18,20968,39,0,58,0,IRON_II,19,16,16103,28,0,24,0,IRON,I,70,17,17567,148,0,143,0,BRONZE_III,63,16,14992,184,0,157,0,BRONZE_IV,15,15,14406
301,0,283,0,BRONZE_IV,30,11,7994,84,0,80,0,BRONZE_IV,89,10,6554,154,0,174,0,IRON_III,61,10,6820,174,0,181,0,BRONZE_IV,0,10,6532,69,0,63,0,IRON_I,74,9,5346,79,0,99,0,IRON_II,44,12,9250,274,0,312,0,BRONZE_IV,14,12,8818,28,0,24,0,IRON,I,70,12,9042,191,0,210,0,BRONZE_IV,20,10,6730,221,0,231,0,IRON_III,79,9,5999
148,0,134,0,BRONZE_IV,62,3,1025,155,0,149,0,BRONZE_II,17,3,833,275,0,260,0,BRONZE_IV,14,3,966,8,0,17,0,IRON_II,75,2,606,784,0,801,0,BRONZE_IV,84,2,575,114,0,135,0,IRON_III,58,1,0,103,0,108,0,IRON_II,58,3,678,28,0,24,0,IRON,I,70,3,1055,143,0,101,0,SILVER_II,74,2,564,123,0,153,0,BRONZE_IV,79,2,564
150,0,154,0,BRONZE_IV,50,13,10273,453,0,446,0,BRONZE_IV,39,11,7364,134,0,153,0,BRONZE_III,0,11,8476,251,0,274,0,BRONZE_IV,75,11,7434,213,0,207,0,BRONZE_I,16,9,5663,74,0,88,0,IRON_IV,53,10,6613,233,0,242,0,BRONZE_IV,70,8,4738,28,0,24,0,IRON,I,70,10,6496,251,0,263,0,BRONZE_II,4,10,7292,62,0,78,0,BRONZE_IV,15,8,4327
108,0,135,0,BRONZE_IV,30,18,22344,346,0,341,0,SILVER_IV,0,18,27238,56,0,53,0,BRONZE_II,14,18,19234,4,0,9,0,BRONZE_IV,70,18,19286,4,0,9,0,BRONZE_IV,70,18,19164,22,0,24,0,BRONZE_II,56,18,30573,31,0,43,0,BRONZE_II,0,18,24744,28,0,24,0,IRON,I,70,18,29472,41,0,49,0,BRONZE_II,1,18,24993,6,0,14,0,BRONZE_IV,0,18,21881
121,0,178,0,IRON_IV,25,17,17249,38,0,32,0,BRONZE_IV,52,17,18146,158,0,165,0,IRON_III,72,17,17260,157,0,167,0,BRONZE_IV,28,18,21130,10,0,40,0,IRON_IV,46,14,12914,6,0,7,0,IRON,I,15,18,18628,5,0,18,0,IRON_II,0,18,20378,361,0,357,0,BRONZE_IV,65,18,18620,545,0,561,0,BRONZE_IV,35,18,18952,278,0,351,0,IRON_IV,75,14,11728
119,0,138,0,BRONZE_IV,28,14,12653,46,0,58,0,BRONZE_III,25,13,10763,339,0,353,0,BRONZE_IV,65,13,10584,40,0,31,0,SILVER_IV,0,14,11503,243,0,226,0,BRONZE_IV,8,13,10753,6,0,7,0,IRON,I,15,11,7694,41,0,49,0,BRONZE_IV,67,12,9434,164,0,187,0,BRONZE_IV,10,13,10634,30,0,27,0,IRON_III,36,12,8817,203,0,169,0,BRONZE_I,30,12,9930
632,0,611,0,BRONZE_II,11,15,13779,368,0,368,0,BRONZE_IV,1,13,10529,181,0,175,0,BRONZE_I,37,15,14416,308,0,269,0,SILVER_I,75,13,10414,220,0,211,0,BRONZE_IV,0,14,12143,6,0,7,0,IRON,I,15,13,11062,349,0,319,0,SILVER_IV,11,13,11116,269,0,272,0,BRONZE_I,4,13,11274,109,0,121,0,BRONZE_IV,27,13,10110,91,0,87,0,IRON_II,18,13,10142
459,0,393,0,SILVER_II,42,15,13448,102,0,113,0,IRON_IV,20,14,11609,48,0,50,0,IRON_I,4,14,12437,129,0,141,0,BRONZE_IV,13,14,11977,65,0,70,0,BRONZE_IV,13,13,11226,6,0,7,0,IRON,I,15,15,13407,62,0,77,0,IRON_II,75,12,9882,230,0,237,0,BRONZE_IV,13,14,12191,177,0,170,0,BRONZE_III,13,12,9537,289,0,329,0,IRON_III,0,11,7883
130,0,73,0,GOLD_IV,0,17,17242,209,0,208,0,IRON_II,74,13,10429,48,0,32,0,BRONZE_III,66,12,9794,51,0,45,0,BRONZE_III,91,14,12261,74,0,60,0,IRON_II,68,13,10394,6,0,7,0,IRON,I,15,13,11065,58,0,54,0,BRONZE_IV,85,15,13719,48,0,50,0,IRON_I,4,15,13129,309,0,324,0,IRON_I,20,13,10008,150,0,186,0,IRON_III,4,14,11712
329,0,318,0,BRONZE_II,0,10,6737,18,0,40,0,IRON_II,27,7,3529,13,0,10,0,BRONZE_II,87,10,6441,16,0,13,0,BRONZE_II,26,8,4151,218,0,210,0,SILVER_IV,67,7,3946,16,0,37,0,IRON_III,75,12,8804,201,0,178,0,BRONZE_III,5,10,6865,109,0,128,0,BRONZE_II,23,10,7240,4,0,8,0,IRON,I,67,9,5126,31,0,26,0,BRONZE_I,22,8,4537
359,0,375,0,BRONZE_III,77,15,13216,26,0,24,0,BRONZE_I,0,15,13421,205,0,203,0,BRONZE_III,58,16,15824,205,0,203,0,BRONZE_III,58,16,14893,24,0,35,0,BRONZE_III,74,13,10432,23,0,35,0,BRONZE_III,70,16,15473,190,0,178,0,BRONZE_I,41,14,13009,7,0,6,0,BRONZE_IV,77,14,12335,4,0,8,0,IRON,I,67,14,12691,43,0,33,0,SILVER_IV,4,11,8221
122,0,138,0,BRONZE_II,46,12,9920,106,0,118,0,SILVER_IV,56,14,12407,124,0,104,0,SILVER_III,58,12,9562,106,0,99,0,BRONZE_II,62,11,8032,91,0,104,0,BRONZE_III,40,10,6554,16,0,28,0,IRON_III,75,13,10028,6,0,18,0,IRON_I,48,10,6581,84,0,89,0,SILVER_IV,38,9,5942,4,0,8,0,IRON,I,67,11,8543,6,0,41,0,IRON_IV,0,8,5006
148,0,150,0,IRON_III,92,11,7802,34,0,50,0,IRON_II,56,10,6498,175,0,197,0,IRON_I,0,11,8151,18,0,47,0,IRON,I,29,10,6983,147,0,160,0,BRONZE_IV,22,10,6435,361,0,363,0,IRON_II,74,11,7345,379,0,382,0,IRON_II,75,10,6179,87,0,104,0,BRONZE_IV,0,10,7076,218,0,222,0,BRONZE_III,6,11,8241,69,0,59,0,BRONZE_II,75,10,7032
277,0,273,0,BRONZE_III,88,14,12782,34,0,50,0,IRON_II,56,18,21699,619,0,627,0,BRONZE_III,81,15,14162,18,0,47,0,IRON,I,29,13,10196,10,0,41,0,IRON_IV,72,12,9604,148,0,166,0,IRON_III,83,17,17169,104,0,117,0,BRONZE_III,39,16,14770,154,0,141,0,IRON_II,69,15,14072,331,0,296,0,BRONZE_I,27,15,14341,527,0,535,0,BRONZE_III,4,15,13330
120,0,128,0,BRONZE_IV,17,11,8390,221,0,205,0,BRONZE_II,12,11,8536,34,0,50,0,IRON_II,56,10,6506,18,0,47,0,IRON,I,29,11,7370,160,0,153,0,BRONZE_IV,11,10,6936,248,0,239,0,BRONZE_IV,0,13,11230,313,0,288,0,SILVER_IV,60,12,9584,74,0,118,0,IRON_IV,73,12,9135,160,0,171,0,BRONZE_IV,55,12,8842,28,0,18,0,BRONZE_III,85,12,9769
316,0,314,0,BRONZE_III,77,15,13188,34,0,50,0,IRON_II,56,17,16734,133,0,169,0,IRON_IV,12,15,14375,18,0,47,0,IRON,I,29,13,11170,74,0,93,0,BRONZE_IV,0,13,10439,238,0,255,0,BRONZE_IV,25,15,14392,78,0,102,0,IRON_II,42,16,16199,380,0,367,0,BRONZE_II,0,17,17079,175,0,172,0,BRONZE_IV,41,15,14174,276,0,283,0,BRONZE_IV,39,15,13264
37,0,43,0,BRONZE_I,71,18,22706,34,0,50,0,IRON_II,56,18,28398,143,0,172,0,BRONZE_IV,63,17,17279,18,0,47,0,IRON,I,29,18,20283,261,0,216,0,BRONZE_III,55,18,24753,180,0,193,0,BRONZE_IV,65,18,19054,229,0,332,0,IRON_IV,32,18,26689,114,0,109,0,BRONZE_II,82,18,23385,128,0,116,0,BRONZE_IV,18,18,21143,26,0,49,0,IRON_I,67,17,18220
115,0,150,0,IRON_III,31,14,11733,341,0,323,0,BRONZE_II,14,16,14816,97,0,130,0,IRON_III,98,15,13667,127,0,154,0,IRON_IV,31,13,10750,59,0,76,0,IRON_I,12,13,10653,319,0,363,0,IRON_III,0,13,11407,123,0,113,0,BRONZE_II,44,13,10654,26,0,31,0,IRON,I,40,12,9056,119,0,132,0,IRON_IV,98,12,9513,13,0,25,0,BRONZE_IV,44,12,9784
198,0,212,0,BRONZE_IV,69,10,7070,298,0,289,0,BRONZE_III,1,12,8754,178,0,165,0,BRONZE_I,14,13,10814,354,0,369,0,BRONZE_IV,48,10,6763,156,0,236,0,IRON_IV,22,10,6772,95,0,123,0,BRONZE_IV,20,13,11188,127,0,172,0,IRON_III,31,12,9791,26,0,31,0,IRON,I,40,11,7656,74,0,69,0,BRONZE_I,15,11,8476,245,0,217,0,SILVER_III,4,11,7304
88,0,37,0,SILVER_III,11,18,18772,265,0,265,0,BRONZE_III,0,15,14503,80,0,91,0,IRON_II,65,16,15116,137,0,143,0,BRONZE_III,0,15,13122,30,0,45,0,BRONZE_IV,22,14,11682,144,0,159,0,IRON_I,14,15,13567,446,0,426,0,BRONZE_III,13,14,12974,26,0,31,0,IRON,I,40,15,14676,167,0,111,0,SILVER_IV,13,15,13030,407,0,408,0,IRON_II,26,15,13135
115,0,132,0,BRONZE_IV,61,16,15653,54,0,60,0,SILVER_III,0,15,13815,139,0,133,0,SILVER_II,5,15,14589,61,0,61,0,SILVER_III,33,14,12316,124,0,154,0,IRON_II,70,14,11553,60,0,74,0,SILVER_IV,61,14,11765,74,0,103,0,BRONZE_IV,51,15,13393,26,0,31,0,IRON,I,40,14,12343,10,0,23,0,BRONZE_III,44,12,9753,4,0,7,0,BRONZE_III,83,12,9950
132,0,138,0,BRONZE_III,40,18,21482,104,0,91,0,SILVER_IV,0,18,25022,102,0,111,0,BRONZE_III,19,18,21686,117,0,137,0,IRON_II,51,18,20278,54,0,62,0,BRONZE_IV,49,18,19541,160,0,178,0,IRON_I,83,18,23658,490,0,458,0,BRONZE_II,30,18,18859,26,0,31,0,IRON,I,40,18,22107,133,0,129,0,BRONZE_III,75,18,19212,31,0,41,0,IRON_II,12,16,15028
9,0,18,0,BRONZE_III,66,13,10255,184,0,176,0,BRONZE_II,66,13,11061,78,0,85,0,BRONZE_II,75,14,12900,78,0,85,0,BRONZE_II,75,14,12477,116,0,120,0,BRONZE_II,41,12,9805,73,0,81,0,BRONZE_III,60,13,11415,73,0,81,0,BRONZE_III,60,12,8696,2,0,9,0,IRON,I,0,13,10042,62,0,58,0,BRONZE_III,55,11,8106,9,0,32,0,IRON_I,29,11,8376
12,0,10,0,BRONZE_I,38,14,12457,64,0,85,0,BRONZE_II,68,11,8445,121,0,120,0,BRONZE_II,46,13,10197,23,0,26,0,BRONZE_III,68,12,8742,22,0,18,0,BRONZE_II,23,11,8282,6,0,6,0,BRONZE_IV,32,13,11007,75,0,66,0,BRONZE_II,52,18,18595,2,0,9,0,IRON,I,0,13,10512,5,0,7,0,BRONZE_IV,96,14,11661,7,0,6,0,BRONZE_III,86,13,11246
7,0,6,0,BRONZE_III,86,14,12486,18,0,10,0,BRONZE_II,20,12,9394,18,0,10,0,BRONZE_II,20,14,11501,15,0,19,0,SILVER_IV,26,13,10691,125,0,116,0,BRONZE_IV,75,11,7368,125,0,116,0,BRONZE_IV,75,11,7364,50,0,40,0,BRONZE_II,88,11,7725,2,0,9,0,IRON,I,0,12,8620,6,0,6,0,BRONZE_IV,1,11,7939,36,0,45,0,BRONZE_II,21,10,6124
8,0,5,0,BRONZE_II,75,16,15099,9,0,15,0,BRONZE_III,74,15,14355,61,0,52,0,SILVER_III,35,16,16407,30,0,27,0,BRONZE_III,71,14,12198,6,0,6,0,BRONZE_I,26,13,11125,36,0,45,0,BRONZE_II,21,14,12294,42,0,43,0,SILVER_IV,36,13,11403,2,0,9,0,IRON,I,0,14,12044,31,0,46,0,BRONZE_I,0,14,11729,7,0,11,0,BRONZE_IV,46,12,9943
147,0,170,0,BRONZE_IV,42,18,19418,9,0,8,0,IRON,I,52,17,16520,207,0,190,0,BRONZE_III,75,18,23047,65,0,99,0,IRON_III,0,18,19493,194,0,210,0,BRONZE_IV,0,17,17592,260,0,258,0,BRONZE_IV,64,17,16921,146,0,131,0,BRONZE_II,10,16,14895,54,0,54,0,BRONZE_IV,18,16,14860,175,0,212,0,BRONZE_IV,0,16,15881,121,0,114,0,IRON_I,59,15,14599
32,0,48,0,BRONZE_IV,27,11,8228,9,0,8,0,IRON,I,52,10,7084,164,0,154,0,SILVER_III,79,12,9103,152,0,140,0,SILVER_II,39,12,8712,51,0,53,0,SILVER_IV,16,10,6165,113,0,129,0,BRONZE_III,55,14,12179,20,0,29,0,BRONZE_II,15,13,11184,4,0,14,0,IRON_I,8,13,10827,24,0,22,0,BRONZE_I,18,10,7247,24,0,22,0,BRONZE_I,18,11,8502
69,0,67,0,BRONZE_IV,0,16,15402,9,0,8,0,IRON,I,52,14,12756,127,0,104,0,BRONZE_II,46,15,14031,77,0,73,0,BRONZE_IV,2,14,11733,156,0,149,0,IRON_I,96,14,11483,192,0,190,0,BRONZE_II,75,16,15320,245,0,196,0,GOLD_IV,1,15,13275,280,0,233,0,SILVER_IV,12,14,12250,296,0,267,0,SILVER_IV,47,14,12660,60,0,87,0,BRONZE_IV,0,14,11519
229,0,226,0,IRON_III,77,9,5396,9,0,8,0,IRON,I,52,11,7913,457,0,477,0,IRON_II,41,11,7417,71,0,79,0,BRONZE_II,14,13,10360,46,0,51,0,BRONZE_III,75,11,7704,114,0,138,0,IRON_II,5,11,8197,186,0,225,0,IRON_II,74,10,6838,220,0,222,0,BRONZE_III,11,11,7875,143,0,164,0,IRON_IV,61,8,4615,22,0,28,0,IRON_III,26,8,4434
26,0,27,0,IRON_II,28,16,15905,9,0,8,0,IRON,I,52,13,10944,754,0,748,0,IRON_I,28,13,10738,247,0,247,0,BRONZE_III,34,11,7656,988,0,969,0,BRONZE_II,15,12,9187,130,0,141,0,BRONZE_IV,45,11,8529,58,0,49,0,BRONZE_II,33,11,7431,64,0,67,0,BRONZE_IV,0,13,10621,229,0,215,0,IRON_II,38,11,7663,168,0,161,0,BRONZE_II,42,10,7096
4,0,9,0,IRON,I,27,17,18049,45,0,65,0,IRON_IV,31,18,19054,256,0,253,0,BRONZE_IV,38,17,17560,240,0,248,0,BRONZE_III,57,16,14951,45,0,71,0,IRON_III,19,14,12759,383,0,391,0,IRON_II,14,17,17106,750,0,751,0,BRONZE_III,6,17,17508,13,0,19,0,IRON_I,66,18,18821,34,0,58,0,BRONZE_IV,0,17,17851,681,0,614,0,SILVER_IV,68,17,18074
4,0,9,0,IRON,I,27,13,11284,31,0,32,0,BRONZE_III,81,13,11055,47,0,57,0,BRONZE_III,61,13,10335,386,0,389,0,SILVER_IV,43,13,10193,202,0,211,0,BRONZE_II,59,12,9009,346,0,333,0,SILVER_IV,58,15,14362,203,0,188,0,GOLD_IV,13,13,11026,48,0,43,0,BRONZE_III,51,14,12892,159,0,151,0,BRONZE_III,35,13,10985,126,0,125,0,BRONZE_I,0,13,10815
4,0,9,0,IRON,I,27,18,18869,304,0,351,0,BRONZE_IV,19,16,14933,42,0,37,0,BRONZE_II,61,17,17060,254,0,266,0,BRONZE_IV,1,15,13731,386,0,389,0,SILVER_IV,43,15,13783,55,0,63,0,BRONZE_III,52,18,18822,92,0,98,0,BRONZE_II,8,18,18949,215,0,233,0,BRONZE_III,92,18,19687,122,0,123,0,BRONZE_III,63,17,17177,255,0,271,0,BRONZE_III,55,17,16522
4,0,9,0,IRON,I,27,17,18349,386,0,389,0,SILVER_IV,43,17,18354,129,0,131,0,BRONZE_II,21,15,14671,401,0,389,0,BRONZE_I,0,18,19341,196,0,203,0,SILVER_IV,0,15,14585,158,0,154,0,SILVER_IV,61,16,16318,127,0,160,0,BRONZE_IV,31,16,16448,78,0,94,0,BRONZE_IV,72,16,15750,88,0,107,0,BRONZE_III,7,16,16004,191,0,196,0,BRONZE_III,0,17,17163
4,0,9,0,IRON,I,27,13,10906,14,0,12,0,BRONZE_III,80,15,13364,89,0,104,0,SILVER_IV,13,17,17212,386,0,389,0,SILVER_IV,43,14,12433,87,0,76,0,SILVER_IV,37,13,11145,62,0,67,0,SILVER_IV,40,17,17956,111,0,111,0,BRONZE_III,28,16,16236,138,0,114,0,SILVER_IV,14,15,13955,169,0,136,0,SILVER_II,36,14,12471,45,0,34,0,BRONZE_I,83,14,11976
157,0,138,0,BRONZE_III,52,18,18572,131,0,110,0,BRONZE_II,74,16,15482,170,0,164,0,BRONZE_II,55,14,12583,361,0,378,0,BRONZE_IV,45,15,13486,214,0,200,0,BRONZE_II,75,15,13151,10,0,27,0,BRONZE_II,0,15,14297,7,0,14,0,IRON,I,33,15,13363,122,0,125,0,BRONZE_IV,75,15,14172,563,0,557,0,BRONZE_III,34,16,14820,425,0,448,0,BRONZE_II,0,14,12263
73,0,72,0,BRONZE_II,55,15,13357,94,0,102,0,IRON_I,77,16,15053,498,0,472,0,BRONZE_II,68,17,17340,317,0,302,0,BRONZE_I,50,15,13998,9,0,12,0,BRONZE_II,64,13,10658,10,0,27,0,BRONZE_II,0,18,18573,7,0,14,0,IRON,I,33,16,15968,18,0,10,0,BRONZE_III,86,17,17634,20,0,12,0,BRONZE_II,70,17,16511,8,0,14,0,BRONZE_II,20,15,13321
6,0,13,0,IRON_I,41,12,9785,10,0,10,0,BRONZE_II,36,12,8688,3,0,7,0,IRON,I,49,12,9944,8,0,17,0,BRONZE_IV,2,12,9219,11,0,12,0,BRONZE_IV,78,11,8523,17,0,23,0,IRON_II,32,15,14395,4,0,7,0,SILVER_IV,71,15,13026,14,0,20,0,BRONZE_I,43,14,12100,14,0,20,0,BRONZE_I,43,12,9251,14,0,20,0,BRONZE_I,43,11,7898
27,0,39,0,BRONZE_III,37,14,12975,5,0,10,0,BRONZE_IV,0,13,10437,3,0,7,0,IRON,I,49,14,11556,70,0,86,0,BRONZE_IV,34,13,10795,9,0,23,0,IRON_II,75,12,9938,45,0,55,0,BRONZE_III,15,17,16874,44,0,60,0,BRONZE_III,22,16,16476,146,0,132,0,BRONZE_III,75,15,13997,323,0,321,0,BRONZE_III,58,17,17040,110,0,142,0,BRONZE_III,13,16,15710
320,0,317,0,BRONZE_II,15,9,5970,218,0,201,0,BRONZE_III,44,10,7252,3,0,7,0,IRON,I,49,9,5275,71,0,59,0,BRONZE_I,15,10,6681,9,0,23,0,IRON_II,75,8,4492,331,0,365,0,BRONZE_II,74,13,10926,61,0,60,0,BRONZE_III,28,10,6734,34,0,48,0,IRON_II,11,11,8193,10,0,14,0,BRONZE_I,77,12,8885,208,0,240,0,BRONZE_III,65,10,6458
9,0,23,0,IRON_II,75,16,15226,5,0,7,0,BRONZE_IV,0,15,13688,105,0,102,0,BRONZE_I,45,15,13599,105,0,102,0,BRONZE_I,45,15,13182,17,0,20,0,BRONZE_II,50,13,10590,8,0,5,0,BRONZE_IV,92,15,14193,4,0,6,0,IRON,I,92,12,8888,11,0,15,0,BRONZE_IV,83,13,11280,7,0,11,0,BRONZE_IV,52,13,9993,7,0,11,0,BRONZE_IV,52,11,8279
21,0,18,0,BRONZE_II,17,12,9732,241,0,240,0,BRONZE_III,75,12,8850,241,0,240,0,BRONZE_III,75,7,3742,153,0,161,0,BRONZE_III,13,11,7495,3,0,7,0,BRONZE_III,44,9,5526,124,0,126,0,BRONZE_I,31,11,8252,4,0,6,0,IRON,I,92,10,7162,11,0,15,0,BRONZE_IV,83,13,10883,7,0,11,0,BRONZE_IV,52,10,7154,9,0,9,0,BRONZE_III,67,10,7270
169,0,181,0,BRONZE_II,41,3,935,169,0,181,0,BRONZE_II,41,1,0,10,0,19,0,BRONZE_II,43,3,1025,7,0,11,0,BRONZE_IV,52,3,733,131,0,172,0,BRONZE_IV,0,3,733,4,0,7,0,IRON_I,78,3,1086,4,0,6,0,IRON,I,92,3,790,11,0,15,0,BRONZE_IV,83,4,1361,19,0,31,0,BRONZE_III,78,2,602,6,0,8,0,BRONZE_IV,47,2,602
